search URL:,https://patents.google.com/?q=testosterone,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US5486511A,"4-amino-17β-(cyclopropyloxy)androst-4-en-3-one, 4-amino-17β-(cyclopropylamino)androst-4-en-3-one and related compounds as C17-20 lyase and 5α-reductase ",Merrell Dow Pharmaceuticals Inc.,"Philip M. Weintraub, Cynthia A. Gates, Michael R. Angelastro, Timothy T. Curran, J. O'Neal Johnston",25/05/93,2/05/94,23/01/96,23/01/96,https://patents.google.com/patent/US5486511A/en
US6342246B2,Image forms and method for ameliorating male erectile dysfunction ,R.P. Scherer Limited,"Edward Stewart Johnson, Anthony Clarke, Richard David Green",17/01/97,12/07/99,29/01/02,29/01/02,https://patents.google.com/patent/US6342246B2/en
US20060100238A1,Aminated isoflavonoid derivatives and uses thereof ,Novogen Research Pty Ltd.,"Graham Kelly, Andrew Heaton, John Bremner",1/11/02,2/11/03,11/05/06,,https://patents.google.com/patent/US20060100238A1/en
US4845104A,Oxidized analogs of 17β-N-monosubstituted-carbamoyl-4-aza-5-α-androstan-3-ones ,"Merck & Co., Inc.","Josephine R. Carlin, Gary H. Rasmusson, W. J. A. VandenHeuvel",20/11/86,20/11/86,4/07/89,4/07/89,https://patents.google.com/patent/US4845104A/en
US5840881A,Composition containing a water-insoluble or slightly water-soluble compound with enhanced water-solubility ,"Takeda Chemical Industries, Ltd.","Yoshiaki Uda, Takako Yamauchi, Yasushi Nakagawa, Toshihiro Ishiguro, Masahide Oka, Takamasa Yamaguchi, Ikuo Nogami",27/11/92,8/05/95,24/11/98,24/11/98,https://patents.google.com/patent/US5840881A/en
US20060241180A1,Selective androgen receptor modulators and methods of use thereof ,"Dalton James T, Miller Duane D, Marhefka Craig A, Wenqing Gao","James Dalton, Duane Miller, Craig Marhefka, Wenqing Gao",17/06/02,31/03/06,26/10/06,,https://patents.google.com/patent/US20060241180A1/en
WO2003065992A2,Treating benign prostate hyperplasia with sarms ,"Gtx, Inc.","Mitchell S. Steiner, Karen A. Veverka, Duane D. Miller, James T. Dalton, Kiwon Chung, Wenqing Gao",7/02/02,6/02/03,14/08/03,,https://patents.google.com/patent/WO2003065992A2/en
WO2007123790A1,"Nanostructured compositions having antibacterial, anti-fungal, anti-yeast, and/or anti-viral properties ","Novavax, Inc.","Dinesh Shenoy, Robert Lee, Craig Wright",7/04/06,3/04/07,1/11/07,,https://patents.google.com/patent/WO2007123790A1/en
US20030147936A1,Prostatic hormonal implants treatment of prostate cancer ,Velayudhan Sahadevan,Velayudhan Sahadevan,7/02/02,7/02/02,7/08/03,,https://patents.google.com/patent/US20030147936A1/en
RU2412616C1,Biologically active food supplement for osteoporosis prophylactics ,"Общество С Ограниченной Ответственностью ""Парафарм""","Дмитрий Геннадьевич Елистратов (RU), Дмитрий Геннадьевич Елистратов",30/11/09,30/11/09,27/02/11,27/02/11,https://patents.google.com/patent/RU2412616C1/en
US20060211059A1,"Methods of improving screening, diagnosis and staging of prostate cancer using serum testosterone ",Taneja Samir S,Samir Taneja,18/03/05,16/03/06,21/09/06,,https://patents.google.com/patent/US20060211059A1/en
US20050192310A1,Fused heterotricyclic compounds as inhibitors of 17beta-hydroxysteroid dehydrogenase 3 ,"Gavai Ashvinikumar V., Norris Derek J., Wen-Ching Han, Vite Gregory D., Fink Brian E., Tokarski John S.","Ashvinikumar Gavai, Derek Norris, Wen-Ching Han, Gregory Vite, Brian Fink, John Tokarski",1/03/04,25/02/05,1/09/05,,https://patents.google.com/patent/US20050192310A1/en
US20040002445A1,Enhancement of endogenous gonadotropin production ,Rajneesh Taneja,Rajneesh Taneja,28/03/02,26/03/03,1/01/04,,https://patents.google.com/patent/US20040002445A1/en
US20060106004A1,Unique methods and formulations of bio-identical sex steroids for the treatment of pathophysiologic aberrations of menopause ,"Brody Steven A, Jerry Dodd","Steven Brody, Jerry Dodd",12/11/04,12/11/04,18/05/06,,https://patents.google.com/patent/US20060106004A1/en
US20070031491A1,Bioadhesive progressive hydration tablets ,"Levine Howard L, Bologna William J, De Ziegler Dominique","Howard Levine, William Bologna, Dominique de Ziegler",12/09/97,11/05/06,8/02/07,,https://patents.google.com/patent/US20070031491A1/en
US20050153968A1,Monocyclic N-aryl hydantoin modulators of androgen receptor function ,"Yingzhi Bi, Hamann Lawrence G., Manfredi Mark C., Simpkins Ligaya M.","Yingzhi Bi, Lawrence Hamann, Mark Manfredi, Ligaya Simpkins",13/11/03,9/11/04,14/07/05,,https://patents.google.com/patent/US20050153968A1/en
US4824850A,Brain-specific drug delivery ,University Of Florida,Nicholas S. Bodor,18/05/82,29/10/84,25/04/89,25/04/89,https://patents.google.com/patent/US4824850A/en
US8044346B2,Method and system for desorbing and ionizing chemical compounds from surfaces ,Licentia Oy,"Risto Kostiainen, Tiina Kauppila, Markus Haapala, Jaroslav Pol, Tapio Kotiaho",21/12/07,21/12/07,25/10/11,25/10/11,https://patents.google.com/patent/US8044346B2/en
US6312917B1,Method of screening candidate compounds for susceptibility to oxidative metabolism ,The University Of North Carolina At Chapel Hill,"Dhiren R. Thakker, Cuiping Chen",4/12/98,4/12/98,6/11/01,6/11/01,https://patents.google.com/patent/US6312917B1/en
US20050281772A1,Compositions for mucosal delivery of agents ,"Bromley Philip J, Huang Lee N","Philip Bromley, Lee Huang",17/06/04,16/06/05,22/12/05,,https://patents.google.com/patent/US20050281772A1/en
WO1999066957A2,Artificial t helper cell epitopes as immune stimulators for synthetic peptide immunogens ,United Biomedical Inc.,Chang Yi Wang,20/06/98,21/06/99,29/12/99,,https://patents.google.com/patent/WO1999066957A2/en
US3266991A,Pharmaceutical preparations of 1-dehydro-testosterone undecyclenate ,Ciba Geigy Corp,"Wettstein Albert, Anner Georg, Ehmann Ludwig",14/04/61,26/02/65,16/08/66,16/08/66,https://patents.google.com/patent/US3266991A/en
WO1993013099A1,ARYL KETONES AS TESTOSTERONE 5α-REDUCTASE INHIBITORS ,"Fujisawa Pharmaceutical Co., Ltd.","Satoshi Okada, Kozo Sawada, Akio Kuroda, Shinya Watanabe, Hirokazu Tanaka",31/12/91,21/12/92,8/07/93,,https://patents.google.com/patent/WO1993013099A1/en
WO2003017973A1,A method of treating benign gynaecological disorders and a drug delivery vehicle for use in such a method ,Pantarhei Bioscience B.V.,"Monique Visser, Bennink Herman Jan Tijmen Coelingh, Joseph Helenus Hubert Thijssen",31/08/01,30/07/02,6/03/03,,https://patents.google.com/patent/WO2003017973A1/en
US6261595B1,Transdermal drug patch with attached pocket for controlled heating device ,"Zars, Inc.","Theodore Stanley, Wade Hull, Larry Rigby",29/02/00,29/02/00,17/07/01,17/07/01,https://patents.google.com/patent/US6261595B1/en
US4472382A,Treatment method ,Roussel Uclaf,"Fernand Labrie, Jean-Pierre Raynaud",21/09/79,23/02/83,18/09/84,18/09/84,https://patents.google.com/patent/US4472382A/en
US6019957A,Non-steroidal radiolabeled agonist/antagonist compounds and their use in prostate cancer imaging ,The University Of Tennessee Research Corporation,"Duane D. Miller, Leonid I. Kirkovsky, James T. Dalton, Arnab Mukherjee",4/06/97,4/06/98,1/02/00,1/02/00,https://patents.google.com/patent/US6019957A/en
US5411981A,Phenylimidazolidines having antiandrogenic activity ,Roussel Uclaf,"Martine Gaillard-Kelly, Francois Goubet, Daniel Philibert, Jean-Georges Teutsch",9/01/91,18/05/93,2/05/95,2/05/95,https://patents.google.com/patent/US5411981A/en
US6923983B2,Transdermal delivery of hormones ,Acrux Dds Pty Ltd,"Timothy Matthias Morgan, Margarita Vladislavova Bakalova, Karthryn Traci-Jane Klose, Barrie Charles Finnin, Barry Leonard Reed",19/02/96,2/05/03,2/08/05,2/08/05,https://patents.google.com/patent/US6923983B2/en
US5413996A,Targeted drug delivery via phosphonate derivatives ,University Of Florida,Nicholas S. Bodor,13/07/90,16/10/92,9/05/95,9/05/95,https://patents.google.com/patent/US5413996A/en
US6562370B2,Transdermal administration of steroid drugs using hydroxide-releasing agents as permeation enhancers ,"Dermatrends, Inc.","Eric C. Luo, Tsung-Min Hsu",16/12/99,14/12/00,13/05/03,13/05/03,https://patents.google.com/patent/US6562370B2/en
US5332577A,Transdermal administration to humans and animals ,Dermamed,"Avi Gertner, Yosef Rubinstein",27/12/88,30/04/92,26/07/94,26/07/94,https://patents.google.com/patent/US5332577A/en
US4220775A,Preparation of 4-aza-17-substituted-5α-androstan-3-ones useful as 5α-reductase inhibitors ,"Merck & Co., Inc.","Gary H. Rasmusson, David B. R. Johnston, Donald F. Reinhold, Torleif Utne, Ronald B. Jobson",15/03/79,15/03/79,2/09/80,2/09/80,https://patents.google.com/patent/US4220775A/en
US4835139A,Process for increasing the antagonistic effect of peptidic compounds on hormone-dependent diseases ,Debiopharm S.A.,"Thomas R. Tice, Piero Orsolini, Andrew V. Schally",23/09/83,19/05/87,30/05/89,30/05/89,https://patents.google.com/patent/US4835139A/en
US5851997A,Use of human chorionic gonadotropin as an immune-potentiating antiviral agent ,Harris; Pamela Jo,Pamela Jo Harris,4/10/94,2/07/96,22/12/98,22/12/98,https://patents.google.com/patent/US5851997A/en
US5985877A,Combination of tyrosine kinase inhibitor and chemical castration to treat prostate cancer ,"Cephalon, Inc.","Craig A. Dionne, John Isaacs, Jeffry L. Vaught",15/08/97,13/08/98,16/11/99,16/11/99,https://patents.google.com/patent/US5985877A/en
WO2006027278A1,Testosterone gels comprising propylene glycol as penetration enhancer ,Laboratoires Besins International,Dominique Salin-Drouin,9/09/04,7/09/05,16/03/06,,https://patents.google.com/patent/WO2006027278A1/en
WO1993013124A1,Inhibitors of 5-alpha-testosterone reductase ,Glaxo Inc.,"Stephen Vernon Frye, Cynthia Markert Cribbs, Curt Dale Haffner, Patrick Reed Maloney, Robert Carl Andrews",20/12/91,18/12/92,8/07/93,,https://patents.google.com/patent/WO1993013124A1/en
WO2000018961A2,Expression analysis of specific nucleic acids and polypeptides useful in the diagnosis and treatment of prostate cancer ,"Millennium Pharmaceuticals, Inc.","Kyle J. Macbeth, Andrew W. Shyjan",30/09/98,30/09/99,6/04/00,,https://patents.google.com/patent/WO2000018961A2/en
US6300060B1,Method for predicting the risk of prostate cancer morbidity and mortality ,"Dana-Farber Cancer Institute, Inc., The Brigham And Women's Hospital, Inc.","Philip W. Kantoff, Myles Brown, Edward Giovannucci",9/11/95,16/05/96,9/10/01,9/10/01,https://patents.google.com/patent/US6300060B1/en
USRE35956E,Phenylimidazolidines having antiandrogenic activity ,Roussel Uclaf,"Martine Gaillard-Kelly, Francois Goubet, Daniel Phiibert, Jean-Georges Teutsch",9/01/91,27/02/97,10/11/98,10/11/98,https://patents.google.com/patent/USRE35956E/en
WO1997040823A1,Oral pharmaceutical compositions containing sex hormones ,R.P. Scherer Limited,"Elizabeth Anne Perry, Susan Gerrard Chandler, Josephine Joan Christine Ferdinando",26/04/96,28/04/97,6/11/97,,https://patents.google.com/patent/WO1997040823A1/en
US5877160A,Compositions and methods of treatment of androgen-associated baldness using antisense oligomers ,Genta Incorporated,"Mary Ellen Harper, Tod Mitchell Woolf, Lyle John Arnold, Jr.",31/05/91,7/06/95,2/03/99,2/03/99,https://patents.google.com/patent/US5877160A/en
CA970692A,Methods of inhibiting the activity of testosterone 5(alpha)-reductase ,"Walter Voigt, Sung L Hsia","Walter Voigt, Sung L Hsia",8/11/71,8/11/72,8/07/75,8/07/75,https://patents.google.com/patent/CA970692A/en
US20110195114A1,Transdermal delivery systems for active agents ,"Antares Pharma, Ipl, Ag","Dario Norberto R. Carrara, Arnaud Grenier",3/08/00,9/03/11,11/08/11,,https://patents.google.com/patent/US20110195114A1/en
US20090264534A1,Selective androgen receptor modulators ,"Dalton James T, Miller Duane D, Yali He, Donghua Yin","James T. Dalton, Duane D. Miller, Yali He, Donghua Yin",27/11/96,8/04/09,22/10/09,,https://patents.google.com/patent/US20090264534A1/en
US20030082227A1,Transdermal device comprising a reservoir and a matrix containing the same active principle ,"Michel Sournac, Laurent Liorzou, Joel Bougaret","Michel Sournac, Laurent Liorzou, Joel Bougaret",30/11/99,30/11/00,1/05/03,,https://patents.google.com/patent/US20030082227A1/en
US20080058299A1,Method of treating or preventing bone deterioration or osteoporosis ,Dudley Robert E,Robert E. Dudley,12/04/05,11/04/06,6/03/08,,https://patents.google.com/patent/US20080058299A1/en
US20040208829A1,Methods and compositions for treating erectile dysfunction ,Aradigm Corporation,"Reid Rubsamen, Robert Cole, James Blanchard, Jeffrey Schuster, Lawrence Linn, John Thipphawong",4/05/99,14/10/03,21/10/04,,https://patents.google.com/patent/US20040208829A1/en
US5017568A,Steriod 5-alpha-reductase inhibitors ,Smithkline Beecham Corporation,"Dennis A. Holt, Conrad J. Kowalski, Mark A. Levy, Brian W. Metcalf, Ann M. Tickner",29/04/87,23/03/90,21/05/91,21/05/91,https://patents.google.com/patent/US5017568A/en
WO2001003687A2,Method and compositions for inhibiting biosynthesis or bioactivity of endogenous steroid sex hormones in humans ,Cedars-Sinai Medical Center,"Claude L. Hughes, Jr., Denis A. Magoffin",13/07/99,12/07/00,18/01/01,,https://patents.google.com/patent/WO2001003687A2/en
US6022554A,Polymeric microporous film coated subcutaneous implant ,American Home Products Corporation,"Jung-Chung Lee, Shamim Pushpala, Charles E. Lee",15/12/97,15/12/97,8/02/00,8/02/00,https://patents.google.com/patent/US6022554A/en
US5635203A,Transdermal device having decreased delamination ,Alza Corporation,"Robert M. Gale, Eun Soo Lee",29/09/94,29/09/94,3/06/97,3/06/97,https://patents.google.com/patent/US5635203A/en
US6977083B1,Bioadhesive tablet containing testosterone/testosterone ester mixtures and method for producing a predetermined testosterone time-release profile with same ,Jenapharm Gmbh & Co. Kg,"Doris Huebler, Guenter Kaufmann, Michael Oettel, Holger Zimmermann, Michael Dittgen, Sabine Fricke, Manfred Boese, Ralf Ladwig, Sven Claussen, Carsten Timpe",2/10/98,30/09/99,20/12/05,20/12/05,https://patents.google.com/patent/US6977083B1/en
US7029859B2,Sequences for targeting metastatic cells ,Baylor College Of Medicine,Timothy C. Thompson,5/11/97,5/03/01,18/04/06,18/04/06,https://patents.google.com/patent/US7029859B2/en
US7025979B2,Male contraceptive formulation comprising norethisterone ,Schering Ag,"Eberhard Nieschlag, Axel Kamischke, Michael Oettel, Alexander Ruebig, Ekkerhard Schillinger, Ursula-Friederike Habenicht",15/02/00,19/01/01,11/04/06,11/04/06,https://patents.google.com/patent/US7025979B2/en
US5723455A,Antiandrogenic agents and related pharmaceutical compositions and methods of use ,Sri International,"Masato Tanabe, Wan-Ru Chao, Wesley K. M. Chong, David F. Crowe",6/01/94,11/03/97,3/03/98,3/03/98,https://patents.google.com/patent/US5723455A/en
US20090110674A1,Health supplement ,Loizou Nicos C,Nicos C. Loizou,24/10/07,22/10/08,30/04/09,,https://patents.google.com/patent/US20090110674A1/en
WO2002000653A2,Fused cyclic compounds as modulators of nuclear hormone receptor function ,Bristol-Myers Squibb Company,"Mark E. Salvati, James Aaron Balog, Weifang Shan, Soren Giese",28/06/00,20/06/01,3/01/02,,https://patents.google.com/patent/WO2002000653A2/en
US20050037493A1,Protocols for making hepatocytes from embryonic stem cells ,"Ramkumar Mandalam, Saadia Faouzi, Isabelle Nadeau, Kristina Pfendler-Bonham, Namitha Rao, Carpenter Melissa K., Lakshmi Rambhatla, Choy-Pik Chiu","Ramkumar Mandalam, Saadia Faouzi, Isabelle Nadeau, Kristina Pfendler-Bonham, Namitha Rao, Melissa Carpenter, Lakshmi Rambhatla, Choy-Pik Chiu",27/04/00,26/03/04,17/02/05,,https://patents.google.com/patent/US20050037493A1/en
US20050245494A1,Methods to treat one or all of the defined etiologies of female sexual dysfunction ,40 J's Llc,"Ronald Thompson, James Thompson, Justin Thompson",1/07/99,7/07/05,3/11/05,,https://patents.google.com/patent/US20050245494A1/en
US3341557A,7-methyltestosterones ,Upjohn Co,"John C Babcock, Campbell J Allan",5/06/61,5/06/61,12/09/67,12/09/67,https://patents.google.com/patent/US3341557A/en
US5162337A,Animal growth promotion ,"Merck & Co., Inc.","Alexander Elbrecht, Yi-Tien Yang, Roy G. Smith",5/10/90,5/10/90,10/11/92,10/11/92,https://patents.google.com/patent/US5162337A/en
US7157102B1,Multi-layered microcapsules and method of preparing same ,"Biotek, Inc.",Elie S. Nuwayser,31/05/02,31/05/02,2/01/07,2/01/07,https://patents.google.com/patent/US7157102B1/en
US20060035965A1,Selective androgen receptor modulators and methods of use thereof ,"Dalton James T, Miller Duane D, Veverka Karen A","James Dalton, Duane Miller, Karen Veverka",24/08/00,7/06/05,16/02/06,,https://patents.google.com/patent/US20060035965A1/en
US8071576B2,Method of preventing or treating benign gynaecological disorders ,Pantarhei Bioscience B.V.,"Herman Jan Tijmen Coelingh Bennink, Monique Visser",15/11/01,14/11/02,6/12/11,6/12/11,https://patents.google.com/patent/US8071576B2/en
US8177449B2,Spreading implement ,Acrux Dds Pty Ltd.,"Peter Bayly, Mark Simon Bayly, Magnus Ahlstrom, Adam Charles Watkinson",11/01/07,26/02/07,15/05/12,15/05/12,https://patents.google.com/patent/US8177449B2/en
JPH03188013A,Testosterone-5alpha-reductase inhibitor ,Shiseido Co Ltd,Hisayuki Komazaki,15/12/89,15/12/89,16/08/91,,https://patents.google.com/patent/JPH03188013A/en
US20040265355A1,Composite absorbable/biodegradable rings for controlled drug delivery ,Shalaby Shalaby W.,Shalaby Shalaby,26/06/03,3/06/04,30/12/04,,https://patents.google.com/patent/US20040265355A1/en
WO1998057641A1,ALPHA 1a ADRENERGIC RECEPTOR ANTAGONISTS ,"Merck & Co., Inc.","Michael A. Patane, Mark G. Bock, Harold G. Selnick",18/06/97,17/06/98,23/12/98,,https://patents.google.com/patent/WO1998057641A1/en
WO2003082254A1,Pharmaceutical composition comprising an aromatase inhibitor and an estrogen suitable for hormone replacement therapy for a male ,Jencap Research Ltd.,Robert F. Casper,3/04/02,3/04/03,9/10/03,,https://patents.google.com/patent/WO2003082254A1/en
WO1993025168A1,The use of glycerin in moderating transdermal drug delivery ,"Theratech, Inc.","Werner E. Heiber, Charles D. Ebert, Dinesh C. Patel, Srinivasan Venkateshwaran",11/06/92,3/05/93,23/12/93,,https://patents.google.com/patent/WO1993025168A1/en
US20110003395A1,"Specific analysis of analytes using reagent compounds, labeling strategies, and mass spectrometry workflow ",Dh Technologies Development Pte. Ltd.,"Subhakar Dey, Sasi Pillai, Brian L. WILLIAMSON, Subhasish Purkayastha, Michal Weinstock",31/05/09,1/06/10,6/01/11,,https://patents.google.com/patent/US20110003395A1/en
US6780984B2,Method for prognosing cancer and the proteins involved ,Northwestern University,"Zhou Wang, Wuhan Xiao",17/07/00,16/07/01,24/08/04,24/08/04,https://patents.google.com/patent/US6780984B2/en
US7157099B2,Sustained release pharmaceutical compositions for the parenteral administration of hydrophilic compounds ,Italfarmaco S.P.A.,"Francesco Autuori, Carlo Bianchini, Giuseppe Bottoni, Flavio Leoni, Paolo Mascagni, Valmen Monzani, Oreste Piccolo",26/05/00,23/05/01,2/01/07,2/01/07,https://patents.google.com/patent/US7157099B2/en
US20050070488A1,Estrogenic compounds in combination with progestogenic compounds in hormone-replacement therapy ,"Coelingh Bennik Herman Jan Tijmen, Bunschoten Evert Johannes, Holinka Christian Franz","Herman Coelingh Bennik, Evert Bunschoten, Christian Holinka",15/11/01,23/05/02,31/03/05,,https://patents.google.com/patent/US20050070488A1/en
US2837464A,Process for production of dienes by corynebacteria ,Schering Corp,Nobile Arthur,11/01/55,11/01/55,3/06/58,3/06/58,https://patents.google.com/patent/US2837464A/en
US3879262A,Detection and determination of haptens ,Akzona Inc,"Antonius Hermanus Wilh Schuurs, Weemen Bauke Klaas Van",11/05/72,1/05/73,22/04/75,22/04/75,https://patents.google.com/patent/US3879262A/en
US5788983A,Transdermal controlled delivery of pharmaceuticals at variable dosage rates and processes ,"Rutgers, The State University Of New Jersey","Yie W. Chien, Guo-Shen Chen, Te-Yen Chien",3/04/89,14/09/92,4/08/98,4/08/98,https://patents.google.com/patent/US5788983A/en
US5641504A,Skin permeation enhancer compositions using glycerol monolinoleate ,Alza Corporation,"Eun Soo Lee, Diane E. Nedberge, Su Il Yum",9/06/88,20/05/92,24/06/97,24/06/97,https://patents.google.com/patent/US5641504A/en
US6010716A,Pharmaceutical composition for transdermal administration ,Sanofi,"Henry Saunal, Brigitte Illel",30/03/95,29/03/96,4/01/00,4/01/00,https://patents.google.com/patent/US6010716A/en
US4039669A,Composition for topical application and use thereof ,Sterling Drug Inc.,"Arthur L. Beyler, Richard A. Ferrari",1/08/75,1/08/75,2/08/77,2/08/77,https://patents.google.com/patent/US4039669A/en
US5389623A,Redox carriers for brain-specific drug delivery ,University Of Florida,Nicholas S. Bodor,18/05/82,27/09/91,14/02/95,14/02/95,https://patents.google.com/patent/US5389623A/en
US6238890B1,Single chain forms of the glycoprotein hormone quartet ,Washington University,"Irving Boime, William R. Moyle",18/02/94,25/08/97,29/05/01,29/05/01,https://patents.google.com/patent/US6238890B1/en
US5861483A,Inhibitor of stem cell proliferation and uses thereof ,"Pro-Neuron, Inc.",Stephen D. Wolpe,3/04/96,3/04/96,19/01/99,19/01/99,https://patents.google.com/patent/US5861483A/en
US6017893A,Use of isoflavones to prevent hair loss and preserve the integrity of existing hair ,"Natures Sunshine Products, Inc.",Alvin B Segelman,29/08/97,29/08/97,25/01/00,25/01/00,https://patents.google.com/patent/US6017893A/en
US6039950A,Pharmaceutical grade saw palmetto ,"University Of Southern California, Pharmaprint Inc.","Tasneem A. Khwaja, Elliot P. Friedman",14/04/95,23/10/97,21/03/00,21/03/00,https://patents.google.com/patent/US6039950A/en
US20050002868A1,Method of treatment of a female suffering from androgen insufficiency ,Acrux Dds Pty Ltd.,"Igor Gonda, Nina Wilkins, Andrew Humberstone",23/06/03,18/06/04,6/01/05,,https://patents.google.com/patent/US20050002868A1/en
US7618827B2,Thyroid hormone analysis by mass spectrometry ,Georgetown University,Soldin J. Steven,14/04/03,14/04/04,17/11/09,17/11/09,https://patents.google.com/patent/US7618827B2/en
US5773032A,Long-acting injection suspensions and a process for their preparation ,Asta Medica Aktiengellschaft,"Jurgen Engel, Karin Klokkers-Bethke, Thomas Reissman, Peter Hilgard",9/12/93,10/06/96,30/06/98,30/06/98,https://patents.google.com/patent/US5773032A/en
US7799769B2,Transdermal compositions and methods for treatment of fibromyalgia and chronic fatigue syndrome ,"White Mountain Pharma, Inc.","Hillary D. White, Robert Gyurik",18/06/03,16/12/05,21/09/10,21/09/10,https://patents.google.com/patent/US7799769B2/en
US5851993A,Suppression of tumor cell growth by syndecan-1 ectodomain ,Biotie Therapies Ltd.,"Markku Jalkanen, Marku Mali",13/06/94,7/06/95,22/12/98,22/12/98,https://patents.google.com/patent/US5851993A/en
US4588750A,Therapeutic compositions for reducing sebum secretion ,Hoffmann-La Roche Inc.,Alfred Boris,2/07/82,25/04/83,13/05/86,13/05/86,https://patents.google.com/patent/US4588750A/en
US6620203B2,Tissue engineered testicular prosthesis and use thereof ,Anthony Atala,Anthony Atala,28/04/00,13/12/01,16/09/03,16/09/03,https://patents.google.com/patent/US6620203B2/en
US5656286A,Solubility parameter based drug delivery system and method for altering drug saturation concentration ,"Noven Pharmaceuticals, Inc.","Jesus Miranda, Steven Sablotsky",4/03/88,7/01/94,12/08/97,12/08/97,https://patents.google.com/patent/US5656286A/en
WO2005107810A2,Pharmaceutical formulations and uses thereof in the treatment of female sexual dysfunction ,Emotional Brain B.V.,Jan Johan Adriaan Tuiten,11/05/04,11/05/05,17/11/05,,https://patents.google.com/patent/WO2005107810A2/en
WO1997024148A1,Systems and methods for the transdermal administration of androgenic agents ,"Cygnus, Inc.","Tung-Fen Chen, Chia-Ming Chiang, Janan Jona, Priti Joshi, Asha Ramdas",29/12/95,27/12/96,10/07/97,,https://patents.google.com/patent/WO1997024148A1/en
US20050245539A1,Pharmaceutical compositions for the treatment of sexual disorders II ,"Boehringer Ingelheim International Gmbh, Boehringer Ingelheim Pharmaceuticals, Inc.","Klaus Mendla, Thomas Friedl, Wolfram Eisenreich, Robert Pyke",22/04/04,20/04/05,3/11/05,,https://patents.google.com/patent/US20050245539A1/en
US6274582B1,Preparation for the treatment of metabolic syndrome containing human growth hormone in combination with a cortisol synthesis inhibitor ,Cortendo Ab,Per Mårin,24/02/97,24/08/99,14/08/01,14/08/01,https://patents.google.com/patent/US6274582B1/en
US20070196453A1,Two or more non-volatile solvent-containing compositions and methods for dermal delivery of drugs ,"Jie Zhang, Warner Kevin S, Sanjay Sharma","Jie Zhang, Kevin Warner, Sanjay Sharma",7/06/04,14/12/06,23/08/07,,https://patents.google.com/patent/US20070196453A1/en
US20030215528A1,Formulations and methods of using nitric oxide mimetics against a malignant cell phenotype ,Queens University At Kingston,"Charles Graham, Lynne-Marie Postovit, Michael Adams, Jeremy Heaton",26/04/00,6/03/03,20/11/03,,https://patents.google.com/patent/US20030215528A1/en
US20070189977A1,Spray-on formulations and methods for dermal delivery of drugs ,"Jie Zhang, Warner Kevin S, Sanja Sharma","Jie Zhang, Kevin Warner, Sanja Sharma",7/06/04,14/12/06,16/08/07,,https://patents.google.com/patent/US20070189977A1/en
US20050065158A1,Treatment of sexual dysfunction ,Pfizer Inc.,"Alasdair Naylor, Pieter Van Der Graaf, Christopher Wayman",16/07/03,1/07/04,24/03/05,,https://patents.google.com/patent/US20050065158A1/en
US20090011041A1,Compositions for Correcting Age Related Changes of a Human Endocrine System and Methods for Producing a Pharmaceutical Form Bases on Said Compositions ,"Musaeva Adilya Rafik Kyzy, Olga Vyacheslavovna Smirnova, Irina Nikolaevna Kuzina, Roman Lvovich Bogorad, Irina Olegovna Perminova","Adilya Rafik kyzy Musaeva, Olga Vyacheslavovna Smirnova, Irina Nikolaevna Kuzina, Roman Lvovich Bogorad, Irina Olegovna Perminova",26/04/04,4/04/05,8/01/09,,https://patents.google.com/patent/US20090011041A1/en
US5714481A,Derivatives of 5-androsten-17 ones and 5-androstan-17-ones ,"Research Corporation Technologies, Inc.","Arthur G. Schwartz, John R. Williams, Magid Abou-Gharbia, Daniel Swern, deceased, Marvin Louis Lewbart",2/08/83,31/05/95,3/02/98,3/02/98,https://patents.google.com/patent/US5714481A/en
US6391920B1,Methods of treating androgen deficiency in men using selective antiestrogens ,Harry Fisch,Harry Fisch,26/05/00,15/05/01,21/05/02,21/05/02,https://patents.google.com/patent/US6391920B1/en
US20020169101A1,Treatment of sexual dysfunction ,"Gonzalez Maria Isabel, Michael Higginbottom, Stock Herman Thijs, Pritchard Martyn Clive, Pinnock Robert Denham, Van Der Graaf Pieter Hadewijn, Naylor Alisdair Mark, Wayman Christopher Peter","Maria Gonzalez, Michael Higginbottom, Herman Stock, Martyn Pritchard, Robert Pinnock, Pieter Van Der Graaf, Alisdair Naylor, Christopher Wayman",10/05/99,15/11/01,14/11/02,,https://patents.google.com/patent/US20020169101A1/en
WO1997044013A1,Aerodynamically light particles for pulmonary drug delivery ,"Massachusetts Institute Of Technology, The Penn State Research Foundation","David A. Edwards, Giovanni Caponetti, Jeffrey S. Hrkach, Noah Lotan, Justin Hanes, Abdell Aziz Ben-Jebria, Robert S. Langer",24/05/96,23/05/97,27/11/97,,https://patents.google.com/patent/WO1997044013A1/en
EP0289327A2,Steroid 5-alpha-reductase inhibitors ,Smithkline Beecham Corporation,"Dennis Alan Holt, Conrad John Kowalski, Mark Alan Levy, Brian Walter Metcalf, Ann Marie Tickner",29/04/87,28/04/88,2/11/88,,https://patents.google.com/patent/EP0289327A2/en
US20040044086A1,Gel composition and trans-scrotal application of a composition for the treatment of hypogonadism ,"Bernd Schulze, Eberhard Nieschlag","Bernd Schulze, Eberhard Nieschlag",22/12/00,20/12/01,4/03/04,,https://patents.google.com/patent/US20040044086A1/en
